20260322DT235959,20000.0,20000.0,20000.0,20000.0,0
20260323DT000000,20000.0,20188.72,19537.96011,19537.96011,0
20260323T000000,20000.0,20188.72,19537.96011,19537.96011,0
20260324DT000000,19537.96011,19537.96011,19537.96011,19537.96011,0
20260324T000000,19537.96011,19537.96011,19537.96011,19537.96011,0
20260325DT000000,19537.96011,20188.849674129044,19537.96011,20076.52130553479,0
20260325T000000,19537.96011,20188.849674129044,19537.96011,20076.52130553479,0
20260326DT000000,20076.52130553479,20076.52130553479,19291.398118548703,19291.398118548703,0
20260326T000000,20076.52130553479,20076.52130553479,19291.398118548703,19291.398118548703,0
20260327DT000000,19291.398118548703,19291.398118548703,18499.698334416626,18499.698334416626,0
20260327T000000,19291.398118548703,19291.398118548703,18499.698334416626,18499.698334416626,0
20260330DT000000,18499.698334416626,19030.130109999995,18499.698334416626,19030.130109999995,0
20260330T000000,18499.698334416626,19030.130109999995,18499.698334416626,19030.130109999995,0
20260331DT000000,19030.130109999995,19521.70010999999,18653.350109999992,19521.70010999999,0
20260331T000000,19030.130109999995,19521.70010999999,18653.350109999992,19521.70010999999,0
20260401DT000000,19521.70010999999,20253.55011,19521.70010999999,19977.40010999999,0
20260401T000000,19521.70010999999,20253.55011,19521.70010999999,19977.40010999999,0
20260402DT000000,19977.40010999999,20001.55011,19433.50011,19999.45010999999,0
20260402T000000,19977.40010999999,20001.55011,19433.50011,19999.45010999999,0
20260406DT000000,19999.45010999999,20258.80011,19988.95010999999,20258.80011,0
20260406T000000,19999.45010999999,20258.80011,19988.95010999999,20258.80011,0
20260407DT000000,20258.80011,20258.80011,19557.743243410863,20256.220508796767,0
20260407T000000,20258.80011,20258.80011,19557.743243410863,20256.220508796767,0
20260408DT000000,20256.220508796767,21800.88227665258,20256.220508796767,21751.54937407436,0
20260408T000000,20256.220508796767,21800.88227665258,20256.220508796767,21751.54937407436,0
20260409DT000000,21751.54937407436,22182.158593761545,21582.641014025645,22088.2,0
20260409T000000,21751.54937407436,22182.158593761545,21582.641014025645,22088.2,0
20260410DT000000,22088.2,22190.12,21916.6,21976.92,0
20260410T000000,22088.2,22190.12,21916.6,21976.92,0
20260413DT000000,21976.92,22355.48,21763.72,22335.72,0
20260413T000000,21976.92,22355.48,21763.72,22335.72,0
20260414DT000000,22335.72,23415.24,22335.72,23415.24,0
20260414T000000,22335.72,23415.24,22335.72,23415.24,0
20260415DT000000,23415.24,23994.52,23415.24,23994.52,0
20260415T000000,23415.24,23994.52,23415.24,23994.52,0
20260416DT000000,23994.52,24223.32,23893.64,24151.56,0
20260416T000000,23994.52,24223.32,23893.64,24151.56,0
20260417DT000000,24151.56,25199.88,24151.56,25010.6,0
20260417T000000,24151.56,25199.88,24151.56,25010.6,0
20260420DT000000,25010.6,25010.6,24817.874899,24819.0,0
20260420T000000,25010.6,25010.6,24817.874899,24819.0,0
20260421DT000000,24819.0,24819.0,24819.0,24819.0,0
20260421T000000,24819.0,24819.0,24819.0,24819.0,0
20260422DT000000,24819.0,24819.0,24819.0,24819.0,0
20260422T000000,24819.0,24819.0,24819.0,24819.0,0
20260423DT000000,24819.0,24853.02,24667.620000000003,24667.620000000003,0
20260423T000000,24819.0,24853.02,24667.620000000003,24667.620000000003,0
20260424DT000000,24667.620000000003,25143.48,24667.620000000003,25128.03,0
20260427DT000000,25128.03,25232.06,24990.01,25231.03,0
20260428DT000000,25231.03,25231.03,24613.03,24866.41,0
20260429DT000000,24866.41,24866.41,24558.44,24733.54,0
20260430DT000000,24733.54,25635.82,24733.54,25590.5,0
20260501DT000000,25590.5,26175.54,25590.5,25799.59,0
20260504DT000000,25799.59,25905.68,25384.5,25441.15,0
20260505DT000000,25441.15,26188.93,25441.15,26067.39,0
20260506DT000000,26067.39,27199.36,26067.39,27199.36,0
20260507DT000000,27199.36,27375.49,26798.69,26875.94,0
20260508DT000000,26875.94,27555.74,26875.94,27520.72,0
20260511DT000000,27520.72,27735.99,27438.73970000001,27638.1,0
20260512DT000000,27638.1,27638.1,27638.1,27638.1,0
20260513DT000000,27638.1,27638.1,27638.1,27638.1,0
20260514DT000000,27638.1,27638.1,27359.899703,27477.709702999997,0
20260515DT000000,27477.709702999997,27477.709702999997,26296.459409,26296.459409,0
20260518DT000000,26296.459409,26471.879409,25912.319112000005,26168.299112000008,0
20260519DT000000,26168.299112000008,26168.299112000008,25537.17911200001,25639.099112000004,0
20260520DT000000,25639.099112000004,26478.959112000004,25639.099112000004,26457.399112000006,0
20260521DT000000,26457.399112000006,26726.899112000006,26061.479112000005,26632.819112,0
20260522DT000000,26632.819112,27186.519112000005,26632.819112,26933.67911200001,0
20260526DT000000,26933.67911200001,27581.459112000004,26933.67911200001,27383.499112000005,0
20260527DT000000,27383.499112000005,27465.819112,27223.759112000007,27415.839112000005,0
20260528DT000000,27415.839112000005,27878.399112000006,27292.35911200001,27869.579112000003,0
